Наименование;Полное наименование;Форма собственности;ИНН;КПП;ОГРН;ОКПО;Форма (ЮЛ / ФЛ / ИП / Ин. Лицо);Юр. адрес;Резидент?;ДЗО?;СМП?;Форма АО;Тип МСП (МП / СП );OKTMO;Дата регистрации юр.лица/ИП;;
"ООО ""ДОН""";"ООО ""ДОН""";ООО;7116510155;711601001;;;ЮЛ;Тульская область, Новомосковский район, г. Новомосковск;Да;Нет;;;;;;;
"Адвокат коллегии адвокатов ""Альпари"" Адвокатской палаты Рязанской области Писарев Георгий Анатольевич";"Адвокат коллегии адвокатов ""Альпари"" Адвокатской палаты Рязанской области Писарев Георгий Анатольевич";;6231056403;623401001;;;ЮЛ;390000, г. Рязань, ул. Соборная, д. 38;Да;Нет;;;;;;;
"Филиал ""ЦЛАТИ по Смоленской области"" ФГБУ ""ЦЛАТИ по ЦФО""";"Филиал ""ЦЛАТИ по Смоленской области"" ФГБУ ""ЦЛАТИ по ЦФО""";;5042060410;673002001;;;ЮЛ;214038, г. Смоленск, ул. Кловская, д.11;Да;Нет;;;;;;;
"ООО ""Диалог Культур""";"ООО ""Диалог Культур""";ООО;4003029767;400301001;;;ЮЛ;;Да;Нет;;;;;;;
"ООО фирма ""АГРО ПЛЮС""";"ООО фирма ""АГРО ПЛЮС""";ООО;4631005801;463201001;;;ЮЛ;г. Курск ул. Димитрова д. 76;Да;Нет;;;;;;;
ФГКУ УВО ГУ МВД России по Воронежской области;ФГКУ УВО ГУ МВД России по Воронежской области;;3662180590;366201001;;;ЮЛ;394016 г.Воронеж, ул.Беговая, 203 Б;Да;Нет;;;;;;;
"ООО ""Фойт Турбо""";ООО «Фойт Турбо»;ООО;1661000989;166101001;;;ЮЛ;420127, г. Казань, ул. Михаила Миля, д. 33;Да;Нет;;;;;;;
"ООО ""ЛИПЕЦК ВОСТОК СЕРВИС""";"ООО ""ЛИПЕЦК ВОСТОК СЕРВИС""";ООО;4826107770;482601001;;;ЮЛ;ул. Калинина, дом № 1, офис 10, г. Липецк, обл. Липецкая, 398059;Да;Нет;;;;;;;
"ЗАО ТК ""СтальИнвест""";"ЗАО ТК ""СтальИнвест""";ЗАО;7107504772;710701001;;;ЮЛ;300911, Россия, Тульская обл., г. Тула, ул. Скуратовская,  дом № 91, корп. а;Да;Нет;;;;;;;
"ФГУП ""РЧЦ ЦФО""";"ФГУП ""РЧЦ ЦФО""";ФГУП;7707291942;463245001;;;ЮЛ;г  Курск ул Мирная д 17/69;Да;Нет;;;;;;;
"ГБУЗ КО ""Городская поликлиника""";"Министерство финансов Калужской области (ГБУЗ КО ""городская поликлиника"" л/с 20740А90840)";;4029009518;402801001;;;ЮЛ;248021 г. Калуга, ул. Московская, 248;Да;Нет;;;;;;;
"АО ""Центр развития строительства и подготовки кадров""";"АО «Центр развития строительства и подготовки кадров""";АО;6829009126;682901001;;;ЮЛ;г. Тамбов ул. Советская 191в;Да;Нет;;;;;;;
"ООО ""МАКО Груп""";"ООО ""МАКО Груп""";ООО;7709841736;770901001;;;ЮЛ;109147, г. Москва, ул. Марксистская, д.3, стр.1, оф.418;Да;Нет;;;;;;;
"ООО ""ТД Лакокраска-Я""";"ООО ""ТД Лакокраска-Я""";ООО;7606078270;760401001;;;ЮЛ;150044, Ярославская обл., г. Ярославль, пр-к Октября, д.87А;Да;Нет;;;;;;;
"ООО ""ТехноПром""";"ООО ""ТехноПром""";ООО;5752202644;575201001;;;ЮЛ;302016, Орловская область, г. Орел, пер. Карачевский, д. 25а;Да;Нет;;;;;;;
"ООО ""Компания Альянс-Черноземье""";"ООО ""Компания Альянс-Черноземье""";ООО;3664108085;366401001;;;ЮЛ;394030, г. Воронеж, ул. Свободы, дом 69а, офис 204;Да;Нет;;;;;;;
"ООО ""Инженерно-технический центр""";"Общество с ограниченной ответственностью "" Инженерно-технический центр"" (ООО ""Инженерно-технический центр"")";ООО;3664082736;366401001;;;ЮЛ;"394018, г. Воронеж, ул. Ф. Энгельса, дом 58 ""А"",офис 30";Да;Нет;;;;;;;
"ООО ТД ""Стройстекло""";"ООО ТД ""Стройстекло""";ООО;7721834615;772101001;;;ЮЛ;109428, г. Москва, ул. Михайлова, д. 21, кв. 72;Да;Нет;;;;;;;
"ООО ""Контакт+""";"ООО ""Контакт+""";ООО;3123146132;312301001;;;ЮЛ;;Да;Нет;;;;;;;
"Акционерное общество ""ЭкоСити"" (АО ""ЭкоСити"")";"Акционерное общество ""ЭкоСити"" (АО ""ЭкоСити"")";АО;5753044091;575401001;;;ЮЛ;302023, г.Орел, пер. Силикатный, 2;Да;Нет;;;;;;;
"ООО ""Проммонтаж""";"ООО ""Проммонтаж""";ООО;5720997596;572001001;;;ЮЛ;302023,Орловская область,Орловский р-н,Платоновское сельское поселение ул. Северный парк ,12;Да;Нет;;;;;;;
"ООО ""Продрегион""";"ООО ""Продрегион""";ООО;3666144561;366601001;;;ЮЛ;ул.Сакко и Ванцетти, 69, г.воронеж, 394036;Да;Нет;;;;;;;
"Г(О) БОДПО ""Учебно-методический центр по гражданской обороне и защите от чрезвычайных ситуаций ЛО""";"Г(О) БОДПО ""Учебно-методический центр по гражданской обороне и защите от чрезвычайных ситуаций ЛО""";;4825071521;482501001;;;ЮЛ;398055, обл. Липецкая, г. Липецк, ул. Московская, дом № 16;Да;Нет;;;;;;;
"ООО ""Металлоцентр Лидер-М""";"ООО ""Металлоцентр Лидер-М""";ООО;6318186284;631801001;;;ЮЛ;"443022, Россия, Самарская обл., г. Самара, ул. 22 Партсъезда,  дом № 2, литера ""Е"", комната 13";Да;Нет;;;;;;;
"ООО ""Содействие""";"ООО ""Содействие""";ООО;6316095200;631601001;;;ЮЛ;Россия, Самарская обл., г. Самара, ул. Ново-Садовая,  дом № 25, оф. 86;Да;Нет;;;;;;;
"ООО ""Регион Ресурс""";"ООО ""Регион Ресурс""";ООО;3123113063;312301001;;;ЮЛ;308015,г.Белгород,ул Сумская,д.24;Да;Нет;;;;;;;
"ООО ""СпецТехника""";"ООО ""СпецТехника""";ООО;6714032753;671401001;;;ЮЛ;214518, Россия, Смоленская обл., Смоленский р-н, д. Нагать, ул. Садовая,  дом № 5-а;Да;Нет;;;;;;;
"Общество с ограниченной ответственностью ""Новочебоксарский электромеханический завод""";"ООО ""НЭМЗ"" (Новочебоксарский электромеханический завод)";ООО;2124039318;212401001;;;ЮЛ;429950. Россия, Чувашская Республика, г. Новочебоксарск, ул.Промышленная, д.53А, пом.12;Да;Нет;;;;;;;
"ООО ""Текстильсервис""";"ООО ""Текстильсервис""";ООО;4629050814;463201001;;;ЮЛ;305001, г.Курск, ул.Суворовская,д.37;Да;Нет;;;;;;;
"ООО ""Евротек-Урал""";ООО «Евротек-Урал»;ООО;6685026551;667801001;;;ЮЛ;620141, Свердловская область, г. Екатеринбург, ул. Завокзальная,;Да;Нет;;;;;;;
УФК по Орловской области (для Управления муниципального имущества и землепользования Администрации г.Орла);УФК по Орловской области (для Управления муниципального имущества и землепользования Администрации г.Орла);;5701000921;575301001;;;ЮЛ;302028,Орловская обл.,г.Орел, Пролетарская гора, д.1;Да;Нет;;;;;;;
"ООО ""ЖКХ-ЦЕНТР ""ЕДИНОЕ ОКНО""";"ООО ""ЖКХ-ЦЕНТР ""ЕДИНОЕ ОКНО""";ООО;5753063376;575301001;;;ЮЛ;Россия, Орловская обл., г. Орёл, ул. Гагарина,  дом № 4;Да;Нет;;;;;;;
"ООО ""ТД АВТОМАРКЕТ""";"ООО ""ТД АВТОМАРКЕТ""";ООО;3123355834;312301001;;;ЮЛ;308007, Белгородская обл., г. Белгород, переулок 5-й Заводской, дом 11.;Да;Нет;;;;;;;
"ООО ""С-5 Квадра""";"ООО ""С-5 Квадра""";ООО;4823071526;482301001;;;ЮЛ;Российская Федерация, Липецкая область, г.Липецк;Да;Нет;;;;;;;
"ЗАО ""КАБО""";"ЗАО ""КАБО""";ЗАО;6731032489;673101001;;;ЮЛ;214031, Смоленская обл., г. Смоленск, ул. Бабушкина, д. 1;Да;Нет;;;;;;;
"ООО ""КалугаЭкоТранс""";"ООО ""КалугаЭкоТранс""";ООО;4028001629;402801001;;;ЮЛ;248021, г. Калуга, ул. Московская, д. 231;Да;Нет;;;;;;;
"ООО ""Капитал""";"ООО ""Капитал""";ООО;3123312904;312301001;;;ЮЛ;308013, г. Белгород, ул. Коммунальная, дом 18, офис 315;Да;Нет;;;;;;;
"ООО ""Мосэлектрощит-Юг""";"ООО ""Мосэлектрощит-Юг""";ООО;6165137150;616501001;;;ЮЛ;344038, г. Ростов-на-Дону, ул. Нансена, 103/1;Да;Нет;;;;;;;
"ООО ""Принтград""";"ООО ""Принтград""";ООО;4825054004;482501001;;;ЮЛ;398037, г.Липецк, Боевой проезд, 5;Да;Нет;;;;;;;
"АО ""Белтел""";"АО ""Белтел""";АО;7825058558;784101001;;;ЮЛ;191025, Россия, г. Санкт-Петербург, ул. Маяковского,  дом № 3-Б литер А;Да;Нет;;;;;;;
"ООО ""ЭнерТек""";"ООО ""ЭнерТек""";ООО;4825097230;482401001;;;ЮЛ;398024, Россия, Липецкая обл., г. Липецк, Потапова проезд,  владение № 14;Да;Нет;;;;;;;
"ООО ""Метмашпроект""";"ООО ""Метмашпроект""";ООО;4826106978;482601001;;;ЮЛ;398050, Россия, Липецкая обл., г. Липецк, ул. Нижняя Логовая,  дом № 2;Да;Нет;;;;;;;
"ООО ""МодульПромИнжиниринг""";"ООО ""МодульПромИнжиниринг""";ООО;7729769171;772901001;;;ЮЛ;119602, г. Москва, ул. Никулинская, дом 27, сооружение Б, пом. 1, комната 106;Да;Нет;;;;;;;
"ООО ""СтройГарант""";"ООО ""СтройГарант""";ООО;3661039122;366101001;;;ЮЛ;ул. Ломоносова, д. 167 а, офис 2, с. Углянец, Верхнехавский район, Воронежская обл., РФ, 396130;Да;Нет;;;;;;;
"ООО ""Союз""";ООО «Союз»;ООО;6230084574;623001001;;;ЮЛ;390005, г. Рязань, ул. 1-я Железнодорожная, д. 60 а;Да;Нет;;;;;;;
"УФПС Смоленской области-Филиал ФГУП ""Почта-России""";"УФПС Смоленской области-Филиал ФГУП ""Почта-России""";ФГУП;7724261610;673002001;;;ЮЛ;ул. Октябрьской революции, д.6, г.Смоленск, 214000;Да;Нет;;;;;;;
"Закрытое акционерное общество ""АСТ"" (ЗАО ""АСТ"")";Закрытое акционерное общество «АСТ» (ЗАО «АСТ»);ЗАО;7724244406;772401001;;;ЮЛ;115522, г. Москва, Пролетарский проспект, д. 8, корп. 2;Да;Нет;;;;;;;
"ООО ""Издательский Дом ""Информ-Медиа""";"ООО ""Издательский Дом ""Информ-Медиа""";ООО;6670244010;667001001;;;ЮЛ;620072, г. Екатеринбург, ул. Рассветная, 5-14;Да;Нет;;;;;;;
